source_system,source_identifier,wellbore_uid,well_code,sidetrack_code,operator_label,match_method,match_confidence,identity_kind,occurrences,official_identifiers,evidence,first_seen_in
DDR,15/9-F-15 C,15/9-F-15 C,15/9-F-15,C,,EXACT,1.00,NPD_CODE_WELL|NPD_CODE_WELLBORE,168,NPD_NUMBER:5794,already canonical; corroborated by NPD_NUMBER 5794 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-15 C'),data/landing/ddr/Well_technical_data/Daily Drilling Report - XML Version/15_9_F_15_C_2009_01_19.xml
DDR,15_9_F_15_C,15/9-F-15 C,15/9-F-15,C,,NORMALIZED,0.95,FILE_NAME,252,,stages a-d; decided at d_split_sidetrack,Daily Drilling Report file names
DDR,5794,15/9-F-15 C,15/9-F-15,C,,IDENTIFIER,1.00,NPD_NUMBER,84,NPD_NUMBER:5794,NPD_NUMBER 5794 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-15 C'),data/landing/ddr/Well_technical_data/Daily Drilling Report - XML Version/15_9_F_15_C_2009_01_19.xml
DDR,NO 15/9-F-15 C,15/9-F-15 C,15/9-F-15,C,,NORMALIZED,0.95,XML_NAME_WELL|XML_NAME_WELLBORE,168,NPD_NUMBER:5794,stages a-d; decided at d_split_sidetrack; corroborated by NPD_NUMBER 5794 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-15 C'),data/landing/ddr/Well_technical_data/Daily Drilling Report - XML Version/15_9_F_15_C_2009_01_19.xml
DOC,15_9-F-15 C,15/9-F-15 C,15/9-F-15,C,,NORMALIZED,0.95,ARCHIVE_ROOT_FOLDER,5,,stages a-d; decided at d_split_sidetrack,DOC landing root
LOG,15/9-F-15 C,15/9-F-15 C,15/9-F-15,C,StatoilHydro,EXACT,1.00,LAS_WELL,14,,already canonical,data/landing/log/15_9-F-15_C/12.BIOSTRAT/NO_15_9-F-15_C.las
LOG,15_9-F-15 C,15/9-F-15 C,15/9-F-15,C,,NORMALIZED,0.95,ARCHIVE_ROOT_FOLDER,87,,stages a-d; decided at d_split_sidetrack,LOG landing root
LOG,NO 15/9-F-15 C,15/9-F-15 C,15/9-F-15,C,,NORMALIZED,0.95,LAS_UWI,1,,stages a-d; decided at d_split_sidetrack,data/landing/log/15_9-F-15_C/12.BIOSTRAT/NO_15_9-F-15_C.las
LOG,NO_15/9-F-15_C,15/9-F-15 C,15/9-F-15,C,,NORMALIZED,0.95,LAS_WELL,1,,stages a-d; decided at d_split_sidetrack,data/landing/log/15_9-F-15_C/05.PETROPHYSICAL INTERPRETATION/geomod09/NO_15_9-F-15_C_KLOGH_NEW.las
SIM,P-F-15C,15/9-F-15 C,15/9-F-15,C,,NORMALIZED,0.70,ECLIPSE_WELSPECS,2,,"simulator producer name; block 15/9 assumed because the name omits it, then corroborated by a source that named its own block",data/landing/sim/Reservoir_Model-Eclipse_model/Volve_sim_model_PPA-Eclipse Res Model/MOD2013_VOLVE_HM_NTRANS_BASE-SHUT-DEF-F11-BHP-F12-3.SCH
TRAJ,15_9-F-15 C,15/9-F-15 C,15/9-F-15,C,,NORMALIZED,0.95,WELLBORE_FOLDER,2,,stages a-d; decided at d_split_sidetrack,Well_technical_data/WellWellbore
TRAJ,9ab4989d-11c6-4ac1-83c1-e74362292dd8,15/9-F-15 C,15/9-F-15,C,,IDENTIFIER,1.00,XML_UID_WELLBORE,1,UUID:9ab4989d-11c6-4ac1-83c1-e74362292dd8,UUID 9ab4989d-11c6-4ac1-83c1-e74362292dd8 (from TRAJ XML_NAME_WELLBORE 'NO 15/9-F-15 C'),data/landing/traj/Norway-Statoil-NO_15-9-F-15/1/trajectory/1.xml
TRAJ,NO 15/9-F-15 C,15/9-F-15 C,15/9-F-15,C,,NORMALIZED,0.95,XML_NAME_WELLBORE,1,UUID:9ab4989d-11c6-4ac1-83c1-e74362292dd8,stages a-d; decided at d_split_sidetrack; corroborated by UUID 9ab4989d-11c6-4ac1-83c1-e74362292dd8 (from TRAJ XML_NAME_WELLBORE 'NO 15/9-F-15 C'),data/landing/traj/Norway-Statoil-NO_15-9-F-15/1/trajectory/1.xml
WITSML,9ab4989d-11c6-4ac1-83c1-e74362292dd8,15/9-F-15 C,15/9-F-15,C,,IDENTIFIER,1.00,XML_UID_WELLBORE,532,UUID:9ab4989d-11c6-4ac1-83c1-e74362292dd8,UUID 9ab4989d-11c6-4ac1-83c1-e74362292dd8 (from TRAJ XML_NAME_WELLBORE 'NO 15/9-F-15 C'),data/landing/witsml/Norway-Statoil-NO_15-9-F-15/1/_wellboreInfo/NO 15_$47$_9-F-15 C (9ab4989d-11c6-4ac1-83c1-e74362292dd8)(NULL).xml
WITSML,NO 15/9-F-15 C,15/9-F-15 C,15/9-F-15,C,,NORMALIZED,0.95,XML_NAME_WELLBORE,532,UUID:9ab4989d-11c6-4ac1-83c1-e74362292dd8,stages a-d; decided at d_split_sidetrack; corroborated by UUID 9ab4989d-11c6-4ac1-83c1-e74362292dd8 (from TRAJ XML_NAME_WELLBORE 'NO 15/9-F-15 C'),data/landing/witsml/Norway-Statoil-NO_15-9-F-15/1/_wellboreInfo/NO 15_$47$_9-F-15 C (9ab4989d-11c6-4ac1-83c1-e74362292dd8)(NULL).xml
ARCHIVE,15_9-F-15 D,15/9-F-15 D,15/9-F-15,D,,NORMALIZED,0.95,ARCHIVE_NAME,76,,stages a-d; decided at d_split_sidetrack,15_9-F-15 D.zip
DDR,15/9-F-15 D,15/9-F-15 D,15/9-F-15,D,,EXACT,1.00,NPD_CODE_WELL|NPD_CODE_WELLBORE,198,NPD_NUMBER:7289,already canonical; corroborated by NPD_NUMBER 7289 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-15 D'),data/landing/ddr/Well_technical_data/Daily Drilling Report - XML Version/15_9_F_15_D_2013_11_11.xml
DDR,15_9_F_15_D,15/9-F-15 D,15/9-F-15,D,,NORMALIZED,0.95,FILE_NAME,297,,stages a-d; decided at d_split_sidetrack,Daily Drilling Report file names
DDR,7289,15/9-F-15 D,15/9-F-15,D,,IDENTIFIER,1.00,NPD_NUMBER,99,NPD_NUMBER:7289,NPD_NUMBER 7289 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-15 D'),data/landing/ddr/Well_technical_data/Daily Drilling Report - XML Version/15_9_F_15_D_2013_11_11.xml
DDR,NO 15/9-F-15 D,15/9-F-15 D,15/9-F-15,D,,NORMALIZED,0.95,XML_NAME_WELL|XML_NAME_WELLBORE,198,NPD_NUMBER:7289,stages a-d; decided at d_split_sidetrack; corroborated by NPD_NUMBER 7289 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-15 D'),data/landing/ddr/Well_technical_data/Daily Drilling Report - XML Version/15_9_F_15_D_2013_11_11.xml
DOC,15_9-F-15 D,15/9-F-15 D,15/9-F-15,D,,NORMALIZED,0.95,ARCHIVE_ROOT_FOLDER,14,,stages a-d; decided at d_split_sidetrack,DOC landing root
LOG,15/9-F-15 D,15/9-F-15 D,15/9-F-15,D,STATOIL PETROLEUM AS,EXACT,1.00,LAS_WELL,2,,already canonical,data/landing/log/15_9-F-15_D/05.PETROPHYSICAL INTERPRETATION/WLC_PETRO_COMPUTED_INPUT_1.LAS
LOG,15_9-F-15 D,15/9-F-15 D,15/9-F-15,D,,NORMALIZED,0.95,ARCHIVE_ROOT_FOLDER,62,,stages a-d; decided at d_split_sidetrack,LOG landing root
PROD,15/9-F-15 D,15/9-F-15 D,15/9-F-15,D,,EXACT,1.00,MONTHLY_WELLBORE_NAME|NPD_WELL_BORE_NAME,1011,NPD_NUMBER:7289,already canonical; corroborated by NPD_NUMBER 7289 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-15 D'),data/landing/prod/Production_data/Volve production data.xlsx
PROD,7289,15/9-F-15 D,15/9-F-15,D,,IDENTIFIER,1.00,NPD_WELL_BORE_CODE,978,NPD_NUMBER:7289,NPD_NUMBER 7289 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-15 D'),data/landing/prod/Production_data/Volve production data.xlsx
PROD,NO 15/9-F-15 D,15/9-F-15 D,15/9-F-15,D,,NORMALIZED,0.95,WELL_BORE_CODE,978,NPD_NUMBER:7289,stages a-d; decided at d_split_sidetrack; corroborated by NPD_NUMBER 7289 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-15 D'),data/landing/prod/Production_data/Volve production data.xlsx
SIM,P-F-15D,15/9-F-15 D,15/9-F-15,D,,NORMALIZED,0.70,ECLIPSE_WELSPECS,2,,"simulator producer name; block 15/9 assumed because the name omits it, then corroborated by a source that named its own block",data/landing/sim/Reservoir_Model-Eclipse_model/Volve_sim_model_PPA-Eclipse Res Model/MOD2010_VOLVE_AMAP2012_WELLS_IOR_N_UPPERHUGIN_L-F15D.SCH
TRAJ,15_9-F-15 D,15/9-F-15 D,15/9-F-15,D,,NORMALIZED,0.95,WELLBORE_FOLDER,4,,stages a-d; decided at d_split_sidetrack,Well_technical_data/WellWellbore
TRAJ,NO 15/9-F-15 D,15/9-F-15 D,15/9-F-15,D,,NORMALIZED,0.95,XML_NAME_WELLBORE,1,UUID:e0cab46e-aa2a-4d69-b466-108dafd4ae62,stages a-d; decided at d_split_sidetrack; corroborated by UUID e0cab46e-aa2a-4d69-b466-108dafd4ae62 (from TRAJ XML_NAME_WELLBORE 'NO 15/9-F-15 D'),data/landing/traj/Norway-Statoil-NO_15-9-F-15/2/trajectory/1.xml
TRAJ,e0cab46e-aa2a-4d69-b466-108dafd4ae62,15/9-F-15 D,15/9-F-15,D,,IDENTIFIER,1.00,XML_UID_WELLBORE,1,UUID:e0cab46e-aa2a-4d69-b466-108dafd4ae62,UUID e0cab46e-aa2a-4d69-b466-108dafd4ae62 (from TRAJ XML_NAME_WELLBORE 'NO 15/9-F-15 D'),data/landing/traj/Norway-Statoil-NO_15-9-F-15/2/trajectory/1.xml
WITSML,NO 15/9-F-15 D,15/9-F-15 D,15/9-F-15,D,,NORMALIZED,0.95,XML_NAME_WELLBORE,2262,UUID:e0cab46e-aa2a-4d69-b466-108dafd4ae62,stages a-d; decided at d_split_sidetrack; corroborated by UUID e0cab46e-aa2a-4d69-b466-108dafd4ae62 (from TRAJ XML_NAME_WELLBORE 'NO 15/9-F-15 D'),data/landing/witsml/Norway-Statoil-NO_15-9-F-15/2/_wellboreInfo/NO 15_$47$_9-F-15 D (e0cab46e-aa2a-4d69-b466-108dafd4ae62)(NULL).xml
WITSML,e0cab46e-aa2a-4d69-b466-108dafd4ae62,15/9-F-15 D,15/9-F-15,D,,IDENTIFIER,1.00,XML_UID_WELLBORE,2262,UUID:e0cab46e-aa2a-4d69-b466-108dafd4ae62,UUID e0cab46e-aa2a-4d69-b466-108dafd4ae62 (from TRAJ XML_NAME_WELLBORE 'NO 15/9-F-15 D'),data/landing/witsml/Norway-Statoil-NO_15-9-F-15/2/_wellboreInfo/NO 15_$47$_9-F-15 D (e0cab46e-aa2a-4d69-b466-108dafd4ae62)(NULL).xml
ARCHIVE,Norway-StatoilHydro-15_$47$_9-F-15S,15/9-F-15 S,15/9-F-15,S,StatoilHydro,NORMALIZED,0.95,ARCHIVE_NAME,9,,stages a-d; decided at d_split_sidetrack,Norway-StatoilHydro-15_$47$_9-F-15S.zip
LOG,15/9-F15S,15/9-F-15 S,15/9-F-15,S,XXXXX,NORMALIZED,0.95,LAS_WELL,2,,stages a-d; decided at d_split_sidetrack,data/landing/log/15_9-F-15/13.GEOCHEM/FI090048b_enclosures/FI090048b-2.las
TRAJ,15/9-F-15S,15/9-F-15 S,15/9-F-15,S,,NORMALIZED,0.95,XML_NAME_WELL,2,W_NUMBER:W-744206,stages a-d; decided at d_split_sidetrack; corroborated by W_NUMBER W-744206 (from TRAJ XML_NAME_WELL '15/9-F-15S'),data/landing/traj/Norway-StatoilHydro-15-9-F-15S/1/trajectory/1.xml
TRAJ,15/9-F-15S - Main Wellbore,15/9-F-15 S,15/9-F-15,S,,NORMALIZED,0.90,XML_NAME_WELLBORE,2,B_NUMBER:B-744206,WITSML 'Main Wellbore' descriptor: the original hole of well 15/9-F-15 S; corroborated by B_NUMBER B-744206 (from TRAJ XML_NAME_WELLBORE '15/9-F-15S - Main Wellbore'),data/landing/traj/Norway-StatoilHydro-15-9-F-15S/1/trajectory/1.xml
TRAJ,B-744206,15/9-F-15 S,15/9-F-15,S,,IDENTIFIER,1.00,XML_UID_WELLBORE,2,B_NUMBER:B-744206,B_NUMBER B-744206 (from TRAJ XML_NAME_WELLBORE '15/9-F-15S - Main Wellbore'),data/landing/traj/Norway-StatoilHydro-15-9-F-15S/1/trajectory/1.xml
TRAJ,Norway-StatoilHydro-15_$47$_9-F-15S,15/9-F-15 S,15/9-F-15,S,StatoilHydro,NORMALIZED,0.95,ARCHIVE_ROOT_FOLDER,3,,stages a-d; decided at d_split_sidetrack,TRAJ landing root
TRAJ,W-744206,15/9-F-15 S,15/9-F-15,S,,IDENTIFIER,1.00,XML_UID_WELL,2,W_NUMBER:W-744206,W_NUMBER W-744206 (from TRAJ XML_NAME_WELL '15/9-F-15S'),data/landing/traj/Norway-StatoilHydro-15-9-F-15S/1/trajectory/1.xml
WITSML,15/9-F-15S,15/9-F-15 S,15/9-F-15,S,,NORMALIZED,0.95,XML_NAME_WELL,2,W_NUMBER:W-744206,stages a-d; decided at d_split_sidetrack; corroborated by W_NUMBER W-744206 (from TRAJ XML_NAME_WELL '15/9-F-15S'),data/landing/witsml/Norway-StatoilHydro-15-9-F-15S/1/_wellboreInfo/15_$47$_9-F-15S - Main Wellbore (B-744206)(NULL).xml
WITSML,15/9-F-15S - Main Wellbore,15/9-F-15 S,15/9-F-15,S,,NORMALIZED,0.90,XML_NAME_WELLBORE,1,B_NUMBER:B-744206,WITSML 'Main Wellbore' descriptor: the original hole of well 15/9-F-15 S; corroborated by B_NUMBER B-744206 (from TRAJ XML_NAME_WELLBORE '15/9-F-15S - Main Wellbore'),data/landing/witsml/Norway-StatoilHydro-15-9-F-15S/1/_wellboreInfo/15_$47$_9-F-15S - Main Wellbore (B-744206)(NULL).xml
WITSML,B-744206,15/9-F-15 S,15/9-F-15,S,,IDENTIFIER,1.00,XML_UID_WELLBORE,1,B_NUMBER:B-744206,B_NUMBER B-744206 (from TRAJ XML_NAME_WELLBORE '15/9-F-15S - Main Wellbore'),data/landing/witsml/Norway-StatoilHydro-15-9-F-15S/1/_wellboreInfo/15_$47$_9-F-15S - Main Wellbore (B-744206)(NULL).xml
WITSML,Norway-StatoilHydro-15_$47$_9-F-15S,15/9-F-15 S,15/9-F-15,S,StatoilHydro,NORMALIZED,0.95,ARCHIVE_ROOT_FOLDER,6,,stages a-d; decided at d_split_sidetrack,WITSML landing root
WITSML,W-744206,15/9-F-15 S,15/9-F-15,S,,IDENTIFIER,1.00,XML_UID_WELL,2,W_NUMBER:W-744206,W_NUMBER W-744206 (from TRAJ XML_NAME_WELL '15/9-F-15S'),data/landing/witsml/Norway-StatoilHydro-15-9-F-15S/1/_wellboreInfo/15_$47$_9-F-15S - Main Wellbore (B-744206)(NULL).xml
TRAJ,15_9-F-2,15/9-F-2,15/9-F-2,,,NORMALIZED,0.95,WELLBORE_FOLDER|WELL_FOLDER,19,,stages a-d; decided at c_canonical_separators,Well_technical_data/WellWellbore
TRAJ,15_9-F-3,15/9-F-3,15/9-F-3,,,NORMALIZED,0.95,WELLBORE_FOLDER|WELL_FOLDER,13,,stages a-d; decided at c_canonical_separators,Well_technical_data/WellWellbore
DDR,15/9-F-4,15/9-F-4,15/9-F-4,,,EXACT,1.00,NPD_CODE_WELL|NPD_CODE_WELLBORE,260,NPD_NUMBER:5693,already canonical; corroborated by NPD_NUMBER 5693 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-4'),data/landing/ddr/Well_technical_data/Daily Drilling Report - XML Version/15_9_F_4_2007_06_10.xml
DDR,15_9_F_4,15/9-F-4,15/9-F-4,,,NORMALIZED,0.95,FILE_NAME,390,,stages a-d; decided at c_canonical_separators,Daily Drilling Report file names
DDR,5693,15/9-F-4,15/9-F-4,,,IDENTIFIER,1.00,NPD_NUMBER,130,NPD_NUMBER:5693,NPD_NUMBER 5693 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-4'),data/landing/ddr/Well_technical_data/Daily Drilling Report - XML Version/15_9_F_4_2007_06_10.xml
DDR,NO 15/9-F-4,15/9-F-4,15/9-F-4,,,NORMALIZED,0.95,XML_NAME_WELL|XML_NAME_WELLBORE,260,NPD_NUMBER:5693,stages a-d; decided at b_strip_prefixes; corroborated by NPD_NUMBER 5693 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-4'),data/landing/ddr/Well_technical_data/Daily Drilling Report - XML Version/15_9_F_4_2007_06_10.xml
PROD,15/9-F-4,15/9-F-4,15/9-F-4,,,EXACT,1.00,MONTHLY_WELLBORE_NAME|NPD_WELL_BORE_NAME,3439,NPD_NUMBER:5693,already canonical; corroborated by NPD_NUMBER 5693 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-4'),data/landing/prod/Production_data/Volve production data.xlsx
PROD,5693,15/9-F-4,15/9-F-4,,,IDENTIFIER,1.00,NPD_WELL_BORE_CODE,3327,NPD_NUMBER:5693,NPD_NUMBER 5693 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-4'),data/landing/prod/Production_data/Volve production data.xlsx
PROD,NO 15/9-F-4 AH,15/9-F-4,15/9-F-4,,,IDENTIFIER,1.00,WELL_BORE_CODE,3327,NPD_NUMBER:5693,"NPD_NUMBER 5693 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-4'); overrules the name, which parses to '15/9-F-4 AH'",data/landing/prod/Production_data/Volve production data.xlsx
SIM,I-F-4,15/9-F-4,15/9-F-4,,,NORMALIZED,0.70,ECLIPSE_WELSPECS,2,,"simulator injector name; block 15/9 assumed because the name omits it, then corroborated by a source that named its own block",data/landing/sim/Reservoir_Model-Eclipse_model/Volve_sim_model_PPA-Eclipse Res Model/MOD2013_VOLVE_HM_NTRANS_BASE-SHUT-DEF-F11-BHP-F12-3.SCH
TRAJ,15_9-F-4,15/9-F-4,15/9-F-4,,,NORMALIZED,0.95,WELLBORE_FOLDER|WELL_FOLDER,11,,stages a-d; decided at c_canonical_separators,Well_technical_data/WellWellbore
DDR,15/9-F-5,15/9-F-5,15/9-F-5,,,EXACT,1.00,NPD_CODE_WELL|NPD_CODE_WELLBORE,206,NPD_NUMBER:5769,already canonical; corroborated by NPD_NUMBER 5769 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-5'),data/landing/ddr/Well_technical_data/Daily Drilling Report - XML Version/15_9_F_5_2007_11_15.xml
DDR,15_9_F_5,15/9-F-5,15/9-F-5,,,NORMALIZED,0.95,FILE_NAME,309,,stages a-d; decided at c_canonical_separators,Daily Drilling Report file names
DDR,5769,15/9-F-5,15/9-F-5,,,IDENTIFIER,1.00,NPD_NUMBER,103,NPD_NUMBER:5769,NPD_NUMBER 5769 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-5'),data/landing/ddr/Well_technical_data/Daily Drilling Report - XML Version/15_9_F_5_2007_11_15.xml
DDR,NO 15/9-F-5,15/9-F-5,15/9-F-5,,,NORMALIZED,0.95,XML_NAME_WELL|XML_NAME_WELLBORE,206,NPD_NUMBER:5769,stages a-d; decided at b_strip_prefixes; corroborated by NPD_NUMBER 5769 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-5'),data/landing/ddr/Well_technical_data/Daily Drilling Report - XML Version/15_9_F_5_2007_11_15.xml
PROD,15/9-F-5,15/9-F-5,15/9-F-5,,,EXACT,1.00,MONTHLY_WELLBORE_NAME|NPD_WELL_BORE_NAME,3415,NPD_NUMBER:5769,already canonical; corroborated by NPD_NUMBER 5769 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-5'),data/landing/prod/Production_data/Volve production data.xlsx
PROD,5769,15/9-F-5,15/9-F-5,,,IDENTIFIER,1.00,NPD_WELL_BORE_CODE,3306,NPD_NUMBER:5769,NPD_NUMBER 5769 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-5'),data/landing/prod/Production_data/Volve production data.xlsx
PROD,NO 15/9-F-5 AH,15/9-F-5,15/9-F-5,,,IDENTIFIER,1.00,WELL_BORE_CODE,3306,NPD_NUMBER:5769,"NPD_NUMBER 5769 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-5'); overrules the name, which parses to '15/9-F-5 AH'",data/landing/prod/Production_data/Volve production data.xlsx
SIM,I-F-5,15/9-F-5,15/9-F-5,,,NORMALIZED,0.70,ECLIPSE_WELSPECS,2,,"simulator injector name; block 15/9 assumed because the name omits it, then corroborated by a source that named its own block",data/landing/sim/Reservoir_Model-Eclipse_model/Volve_sim_model_PPA-Eclipse Res Model/MOD2013_VOLVE_HM_NTRANS_BASE-SHUT-DEF-F11-BHP-F12-3.SCH
SIM,P-F-5,15/9-F-5,15/9-F-5,,,NORMALIZED,0.70,ECLIPSE_WELSPECS,3,,"simulator producer name; block 15/9 assumed because the name omits it, then corroborated by a source that named its own block",data/landing/sim/Reservoir_Model-Eclipse_model/Volve_sim_model_PPA-Eclipse Res Model/SCH_010916_10DAYS.SCH
TRAJ,15_9-F-5,15/9-F-5,15/9-F-5,,,NORMALIZED,0.95,WELLBORE_FOLDER|WELL_FOLDER,9,,stages a-d; decided at c_canonical_separators,Well_technical_data/WellWellbore
TRAJ,15_9-F-6,15/9-F-6,15/9-F-6,,,NORMALIZED,0.95,WELL_FOLDER,1,,stages a-d; decided at c_canonical_separators,Well_technical_data/WellWellbore
DDR,15/9-F-7,15/9-F-7,15/9-F-7,,,EXACT,1.00,NPD_CODE_WELL|NPD_CODE_WELLBORE,78,NPD_NUMBER:5610,already canonical; corroborated by NPD_NUMBER 5610 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-7'),data/landing/ddr/Well_technical_data/Daily Drilling Report - XML Version/15_9_F_7_2007_09_15.xml
DDR,15_9_F_7,15/9-F-7,15/9-F-7,,,NORMALIZED,0.95,FILE_NAME,117,,stages a-d; decided at c_canonical_separators,Daily Drilling Report file names
DDR,5610,15/9-F-7,15/9-F-7,,,IDENTIFIER,1.00,NPD_NUMBER,39,NPD_NUMBER:5610,NPD_NUMBER 5610 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-7'),data/landing/ddr/Well_technical_data/Daily Drilling Report - XML Version/15_9_F_7_2007_09_15.xml
DDR,NO 15/9-F-7,15/9-F-7,15/9-F-7,,,NORMALIZED,0.95,XML_NAME_WELL|XML_NAME_WELLBORE,78,NPD_NUMBER:5610,stages a-d; decided at b_strip_prefixes; corroborated by NPD_NUMBER 5610 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-7'),data/landing/ddr/Well_technical_data/Daily Drilling Report - XML Version/15_9_F_7_2007_09_15.xml
TRAJ,15_9-F-7,15/9-F-7,15/9-F-7,,,NORMALIZED,0.95,WELLBORE_FOLDER|WELL_FOLDER,9,,stages a-d; decided at c_canonical_separators,Well_technical_data/WellWellbore
TRAJ,15_9-F-8,15/9-F-8,15/9-F-8,,,NORMALIZED,0.95,WELLBORE_FOLDER|WELL_FOLDER,10,,stages a-d; decided at c_canonical_separators,Well_technical_data/WellWellbore
TRAJ,15_9-F-8 A,15/9-F-8 A,15/9-F-8,A,,NORMALIZED,0.95,WELLBORE_FOLDER,1,,stages a-d; decided at d_split_sidetrack,Well_technical_data/WellWellbore
