source_system,source_identifier,wellbore_uid,well_code,sidetrack_code,operator_label,match_method,match_confidence,identity_kind,occurrences,official_identifiers,evidence,first_seen_in
DDR,15/9-F-11,15/9-F-11,15/9-F-11,,,EXACT,1.00,NPD_CODE_WELL|NPD_CODE_WELLBORE,87,NPD_NUMBER:7078,already canonical; corroborated by NPD_NUMBER 7078 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-11'),data/landing/ddr/Well_technical_data/Daily Drilling Report - XML Version/15_9_F_11_2013_03_08.xml
DDR,15_9_F_11,15/9-F-11,15/9-F-11,,,NORMALIZED,0.95,FILE_NAME,51,,stages a-d; decided at c_canonical_separators,Daily Drilling Report file names
DDR,7078,15/9-F-11,15/9-F-11,,,IDENTIFIER,1.00,NPD_NUMBER,70,NPD_NUMBER:7078,NPD_NUMBER 7078 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-11'),data/landing/ddr/Well_technical_data/Daily Drilling Report - XML Version/15_9_F_11_2013_03_08.xml
DDR,NO 15/9-F-11,15/9-F-11,15/9-F-11,,,NORMALIZED,0.95,XML_NAME_WELL|XML_NAME_WELLBORE,87,NPD_NUMBER:7078,stages a-d; decided at b_strip_prefixes; corroborated by NPD_NUMBER 7078 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-11'),data/landing/ddr/Well_technical_data/Daily Drilling Report - XML Version/15_9_F_11_2013_03_08.xml
DOC,15_9-F-11,15/9-F-11,15/9-F-11,,,NORMALIZED,0.95,ARCHIVE_ROOT_FOLDER,9,,stages a-d; decided at c_canonical_separators,DOC landing root
LOG,15/9-F-11,15/9-F-11,15/9-F-11,,STATOIL PETRPOLEUM AS,EXACT,1.00,LAS_WELL,1,,already canonical,data/landing/log/15_9-F-11/05.PETROPHYSICAL INTERPRETATION/WLC_PETRO_COMPUTED_INPUT_1.LAS
LOG,15_9-F-11,15/9-F-11,15/9-F-11,,,NORMALIZED,0.95,ARCHIVE_ROOT_FOLDER,20,,stages a-d; decided at c_canonical_separators,LOG landing root
PROD,15/9-F-11,15/9-F-11,15/9-F-11,,,EXACT,1.00,MONTHLY_WELLBORE_NAME|NPD_WELL_BORE_NAME,1204,NPD_NUMBER:7078,already canonical; corroborated by NPD_NUMBER 7078 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-11'),data/landing/prod/Production_data/Volve production data.xlsx
PROD,7078,15/9-F-11,15/9-F-11,,,IDENTIFIER,1.00,NPD_WELL_BORE_CODE,1165,NPD_NUMBER:7078,NPD_NUMBER 7078 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-11'),data/landing/prod/Production_data/Volve production data.xlsx
PROD,NO 15/9-F-11 H,15/9-F-11,15/9-F-11,,,IDENTIFIER,1.00,WELL_BORE_CODE,1165,NPD_NUMBER:7078,"NPD_NUMBER 7078 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-11'); overrules the name, which parses to '15/9-F-11 H'",data/landing/prod/Production_data/Volve production data.xlsx
TRAJ,15_9-F-11,15/9-F-11,15/9-F-11,,,NORMALIZED,0.95,WELLBORE_FOLDER|WELL_FOLDER,30,,stages a-d; decided at c_canonical_separators,Well_technical_data/WellWellbore
DDR,15/9-F-11 A,15/9-F-11 A,15/9-F-11,A,,EXACT,1.00,NPD_CODE_WELL|NPD_CODE_WELLBORE,28,NPD_NUMBER:7079,already canonical; corroborated by NPD_NUMBER 7079 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-11 A'),data/landing/ddr/Well_technical_data/Daily Drilling Report - XML Version/15_9_F_11_A_2013_05_15.xml
DDR,15_9_F_11_A,15/9-F-11 A,15/9-F-11,A,,NORMALIZED,0.95,FILE_NAME,42,,stages a-d; decided at d_split_sidetrack,Daily Drilling Report file names
DDR,7079,15/9-F-11 A,15/9-F-11,A,,IDENTIFIER,1.00,NPD_NUMBER,14,NPD_NUMBER:7079,NPD_NUMBER 7079 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-11 A'),data/landing/ddr/Well_technical_data/Daily Drilling Report - XML Version/15_9_F_11_A_2013_05_15.xml
DDR,NO 15/9-F-11 A,15/9-F-11 A,15/9-F-11,A,,NORMALIZED,0.95,XML_NAME_WELL|XML_NAME_WELLBORE,28,NPD_NUMBER:7079,stages a-d; decided at d_split_sidetrack; corroborated by NPD_NUMBER 7079 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-11 A'),data/landing/ddr/Well_technical_data/Daily Drilling Report - XML Version/15_9_F_11_A_2013_05_15.xml
TRAJ,15_9-F-11 A,15/9-F-11 A,15/9-F-11,A,,NORMALIZED,0.95,WELLBORE_FOLDER,4,,stages a-d; decided at d_split_sidetrack,Well_technical_data/WellWellbore
DDR,15/9-F-11 B,15/9-F-11 B,15/9-F-11,B,,EXACT,1.00,NPD_CODE_WELL|NPD_CODE_WELLBORE,180,NPD_NUMBER:7080,already canonical; corroborated by NPD_NUMBER 7080 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-11 B'),data/landing/ddr/Well_technical_data/Daily Drilling Report - XML Version/15_9_F_11_B_2013_05_29.xml
DDR,15_9_F_11_B,15/9-F-11 B,15/9-F-11,B,,NORMALIZED,0.95,FILE_NAME,270,,stages a-d; decided at d_split_sidetrack,Daily Drilling Report file names
DDR,7080,15/9-F-11 B,15/9-F-11,B,,IDENTIFIER,1.00,NPD_NUMBER,90,NPD_NUMBER:7080,NPD_NUMBER 7080 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-11 B'),data/landing/ddr/Well_technical_data/Daily Drilling Report - XML Version/15_9_F_11_B_2013_05_29.xml
DDR,NO 15/9-F-11 B,15/9-F-11 B,15/9-F-11,B,,NORMALIZED,0.95,XML_NAME_WELL|XML_NAME_WELLBORE,180,NPD_NUMBER:7080,stages a-d; decided at d_split_sidetrack; corroborated by NPD_NUMBER 7080 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-11 B'),data/landing/ddr/Well_technical_data/Daily Drilling Report - XML Version/15_9_F_11_B_2013_05_29.xml
SIM,P-F-11B,15/9-F-11 B,15/9-F-11,B,,NORMALIZED,0.70,ECLIPSE_WELSPECS,2,,"simulator producer name; block 15/9 assumed because the name omits it, then corroborated by a source that named its own block",data/landing/sim/Reservoir_Model-Eclipse_model/Volve_sim_model_PPA-Eclipse Res Model/MOD2013_VOLVE_HM_NTRANS_BASE-SHUT-DEF-F11-BHP-F12-3.SCH
TRAJ,15_9-F-11 B,15/9-F-11 B,15/9-F-11,B,,NORMALIZED,0.95,WELLBORE_FOLDER,4,,stages a-d; decided at d_split_sidetrack,Well_technical_data/WellWellbore
DDR,15/9-F-11 T2,15/9-F-11 T2,15/9-F-11,T2,,EXACT,1.00,NPD_CODE_WELLBORE,53,,already canonical,data/landing/ddr/Well_technical_data/Daily Drilling Report - XML Version/15_9_F_11_T2_2013_03_24.xml
DDR,15_9_F_11_T2,15/9-F-11 T2,15/9-F-11,T2,,NORMALIZED,0.95,FILE_NAME,159,,stages a-d; decided at d_split_sidetrack,Daily Drilling Report file names
DDR,NO 15/9-F-11 T2,15/9-F-11 T2,15/9-F-11,T2,,NORMALIZED,0.95,XML_NAME_WELLBORE,53,,stages a-d; decided at d_split_sidetrack,data/landing/ddr/Well_technical_data/Daily Drilling Report - XML Version/15_9_F_11_T2_2013_03_24.xml
TRAJ,15_9-F-11 T2,15/9-F-11 T2,15/9-F-11,T2,,NORMALIZED,0.95,WELLBORE_FOLDER,5,,stages a-d; decided at d_split_sidetrack,Well_technical_data/WellWellbore
ARCHIVE,15_9-F-12,15/9-F-12,15/9-F-12,,,NORMALIZED,0.95,ARCHIVE_NAME,250,,stages a-d; decided at c_canonical_separators,15_9-F-12.zip
ARCHIVE,Norway-Statoil-15_$47$_9-F-12,15/9-F-12,15/9-F-12,,Statoil,NORMALIZED,0.95,ARCHIVE_NAME,15,,stages a-d; decided at c_canonical_separators,Norway-Statoil-15_$47$_9-F-12.zip
ARCHIVE,Norway-Statoil-NO 15_$47$_9-F-12,15/9-F-12,15/9-F-12,,Statoil,NORMALIZED,0.95,ARCHIVE_NAME,694,,stages a-d; decided at c_canonical_separators,Norway-Statoil-NO 15_$47$_9-F-12.zip
DDR,15/9-F-12,15/9-F-12,15/9-F-12,,,EXACT,1.00,NPD_CODE_WELL|NPD_CODE_WELLBORE,330,NPD_NUMBER:5599,already canonical; corroborated by NPD_NUMBER 5599 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-12'),data/landing/ddr/Well_technical_data/Daily Drilling Report - XML Version/15_9_F_12_2007_06_14.xml
DDR,15_9_F_12,15/9-F-12,15/9-F-12,,,NORMALIZED,0.95,FILE_NAME,495,,stages a-d; decided at c_canonical_separators,Daily Drilling Report file names
DDR,5599,15/9-F-12,15/9-F-12,,,IDENTIFIER,1.00,NPD_NUMBER,165,NPD_NUMBER:5599,NPD_NUMBER 5599 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-12'),data/landing/ddr/Well_technical_data/Daily Drilling Report - XML Version/15_9_F_12_2007_06_14.xml
DDR,NO 15/9-F-12,15/9-F-12,15/9-F-12,,,NORMALIZED,0.95,XML_NAME_WELL|XML_NAME_WELLBORE,330,NPD_NUMBER:5599,stages a-d; decided at b_strip_prefixes; corroborated by NPD_NUMBER 5599 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-12'),data/landing/ddr/Well_technical_data/Daily Drilling Report - XML Version/15_9_F_12_2007_06_14.xml
DOC,15_9-F-12,15/9-F-12,15/9-F-12,,,NORMALIZED,0.95,ARCHIVE_ROOT_FOLDER,18,,stages a-d; decided at c_canonical_separators,DOC landing root
LOG,15/9-F-12,15/9-F-12,15/9-F-12,,STATOIL,EXACT,1.00,LAS_WELL,14,,already canonical,data/landing/log/15_9-F-12/10.PRODUCTION LOGS/PLT Sept 2010/F12_PLT_302A.LAS
LOG,15_9-F-12,15/9-F-12,15/9-F-12,,,NORMALIZED,0.95,ARCHIVE_ROOT_FOLDER,232,,stages a-d; decided at c_canonical_separators,LOG landing root
LOG,15_9_F-12,15/9-F-12,15/9-F-12,,Statoil,NORMALIZED,0.95,LAS_WELL,6,,stages a-d; decided at c_canonical_separators,data/landing/log/15_9-F-12/02.LWD_EWL/WL_RAW_BHPR-GR-MECH_MWD_2.LAS
LOG,NO 15/9-F-12,15/9-F-12,15/9-F-12,,STATOIL,NORMALIZED,0.95,LAS_API|LAS_UWI,8,,stages a-d; decided at b_strip_prefixes,data/landing/log/15_9-F-12/10.PRODUCTION LOGS/PLT Sept 2010/F12_PLT_302A.LAS
LOG,NO_15/9-F-12,15/9-F-12,15/9-F-12,,,NORMALIZED,0.95,LAS_WELL,1,,stages a-d; decided at b_strip_prefixes,data/landing/log/15_9-F-12/05.PETROPHYSICAL INTERPRETATION/geomod09/NO_15_9-F-12_KLOGH_NEW.las
PROD,15/9-F-12,15/9-F-12,15/9-F-12,,,EXACT,1.00,MONTHLY_WELLBORE_NAME|NPD_WELL_BORE_NAME,3160,NPD_NUMBER:5599,already canonical; corroborated by NPD_NUMBER 5599 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-12'),data/landing/prod/Production_data/Volve production data.xlsx
PROD,5599,15/9-F-12,15/9-F-12,,,IDENTIFIER,1.00,NPD_WELL_BORE_CODE,3056,NPD_NUMBER:5599,NPD_NUMBER 5599 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-12'),data/landing/prod/Production_data/Volve production data.xlsx
PROD,NO 15/9-F-12 H,15/9-F-12,15/9-F-12,,,IDENTIFIER,1.00,WELL_BORE_CODE,3056,NPD_NUMBER:5599,"NPD_NUMBER 5599 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-12'); overrules the name, which parses to '15/9-F-12 H'",data/landing/prod/Production_data/Volve production data.xlsx
SIM,P-F-12,15/9-F-12,15/9-F-12,,,NORMALIZED,0.70,ECLIPSE_WELSPECS,2,,"simulator producer name; block 15/9 assumed because the name omits it, then corroborated by a source that named its own block",data/landing/sim/Reservoir_Model-Eclipse_model/Volve_sim_model_PPA-Eclipse Res Model/MOD2013_VOLVE_HM_NTRANS_BASE-SHUT-DEF-F11-BHP-F12-3.SCH
TRAJ,15/9-F-12,15/9-F-12,15/9-F-12,,,EXACT,1.00,XML_NAME_WELL,8,W_NUMBER:W-353084,already canonical; corroborated by W_NUMBER W-353084 (from TRAJ XML_NAME_WELL '15/9-F-12'),data/landing/traj/Norway-Statoil-15-9-F-12/1/trajectory/1.xml
TRAJ,15/9-F-12 - Main Wellbore,15/9-F-12,15/9-F-12,,,NORMALIZED,0.90,XML_NAME_WELLBORE,8,B_NUMBER:B-353084,WITSML 'Main Wellbore' descriptor: the original hole of well 15/9-F-12; corroborated by B_NUMBER B-353084 (from TRAJ XML_NAME_WELLBORE '15/9-F-12 - Main Wellbore'),data/landing/traj/Norway-Statoil-15-9-F-12/1/trajectory/1.xml
TRAJ,15_9-F-12,15/9-F-12,15/9-F-12,,,NORMALIZED,0.95,WELLBORE_FOLDER|WELL_FOLDER,9,,stages a-d; decided at c_canonical_separators,Well_technical_data/WellWellbore
TRAJ,97debbde-fcef-4ad2-ad00-6205300609fa,15/9-F-12,15/9-F-12,,,IDENTIFIER,1.00,XML_UID_WELLBORE,1,UUID:97debbde-fcef-4ad2-ad00-6205300609fa,UUID 97debbde-fcef-4ad2-ad00-6205300609fa (from TRAJ XML_NAME_WELL|XML_NAME_WELLBORE 'NO 15/9-F-12'),data/landing/traj/Norway-Statoil-NO_15-9-F-12/1/trajectory/1.xml
TRAJ,B-353084,15/9-F-12,15/9-F-12,,,IDENTIFIER,1.00,XML_UID_WELLBORE,8,B_NUMBER:B-353084,B_NUMBER B-353084 (from TRAJ XML_NAME_WELLBORE '15/9-F-12 - Main Wellbore'),data/landing/traj/Norway-Statoil-15-9-F-12/1/trajectory/1.xml
TRAJ,NO 15/9-F-12,15/9-F-12,15/9-F-12,,,NORMALIZED,0.95,XML_NAME_WELL|XML_NAME_WELLBORE,2,UUID:a82580d7-d94f-4e5a-9a04-be8bcae02998;UUID:97debbde-fcef-4ad2-ad00-6205300609fa,stages a-d; decided at b_strip_prefixes; corroborated by UUID a82580d7-d94f-4e5a-9a04-be8bcae02998 (from TRAJ XML_NAME_WELL|XML_NAME_WELLBORE 'NO 15/9-F-12'),data/landing/traj/Norway-Statoil-NO_15-9-F-12/1/trajectory/1.xml
TRAJ,Norway-Statoil-15_$47$_9-F-12,15/9-F-12,15/9-F-12,,Statoil,NORMALIZED,0.95,ARCHIVE_ROOT_FOLDER,9,,stages a-d; decided at c_canonical_separators,TRAJ landing root
TRAJ,Norway-Statoil-NO 15_$47$_9-F-12,15/9-F-12,15/9-F-12,,Statoil,NORMALIZED,0.95,ARCHIVE_ROOT_FOLDER,2,,stages a-d; decided at c_canonical_separators,TRAJ landing root
TRAJ,W-353084,15/9-F-12,15/9-F-12,,,IDENTIFIER,1.00,XML_UID_WELL,8,W_NUMBER:W-353084,W_NUMBER W-353084 (from TRAJ XML_NAME_WELL '15/9-F-12'),data/landing/traj/Norway-Statoil-15-9-F-12/1/trajectory/1.xml
TRAJ,a82580d7-d94f-4e5a-9a04-be8bcae02998,15/9-F-12,15/9-F-12,,,IDENTIFIER,1.00,XML_UID_WELL,1,UUID:a82580d7-d94f-4e5a-9a04-be8bcae02998,UUID a82580d7-d94f-4e5a-9a04-be8bcae02998 (from TRAJ XML_NAME_WELL|XML_NAME_WELLBORE 'NO 15/9-F-12'),data/landing/traj/Norway-Statoil-NO_15-9-F-12/1/trajectory/1.xml
WITSML,15/9-F-12,15/9-F-12,15/9-F-12,,,EXACT,1.00,XML_NAME_WELL,2,W_NUMBER:W-353084,already canonical; corroborated by W_NUMBER W-353084 (from TRAJ XML_NAME_WELL '15/9-F-12'),data/landing/witsml/Norway-Statoil-15-9-F-12/1/_wellboreInfo/15_$47$_9-F-12 - Main Wellbore (B-353084)(NULL).xml
WITSML,15/9-F-12 - Main Wellbore,15/9-F-12,15/9-F-12,,,NORMALIZED,0.90,XML_NAME_WELLBORE,1,B_NUMBER:B-353084,WITSML 'Main Wellbore' descriptor: the original hole of well 15/9-F-12; corroborated by B_NUMBER B-353084 (from TRAJ XML_NAME_WELLBORE '15/9-F-12 - Main Wellbore'),data/landing/witsml/Norway-Statoil-15-9-F-12/1/_wellboreInfo/15_$47$_9-F-12 - Main Wellbore (B-353084)(NULL).xml
WITSML,97debbde-fcef-4ad2-ad00-6205300609fa,15/9-F-12,15/9-F-12,,,IDENTIFIER,1.00,XML_UID_WELLBORE,683,UUID:97debbde-fcef-4ad2-ad00-6205300609fa,UUID 97debbde-fcef-4ad2-ad00-6205300609fa (from TRAJ XML_NAME_WELL|XML_NAME_WELLBORE 'NO 15/9-F-12'),data/landing/witsml/Norway-Statoil-NO_15-9-F-12/1/_wellboreInfo/NO 15_$47$_9-F-12 (97debbde-fcef-4ad2-ad00-6205300609fa)(NULL).xml
WITSML,B-353084,15/9-F-12,15/9-F-12,,,IDENTIFIER,1.00,XML_UID_WELLBORE,1,B_NUMBER:B-353084,B_NUMBER B-353084 (from TRAJ XML_NAME_WELLBORE '15/9-F-12 - Main Wellbore'),data/landing/witsml/Norway-Statoil-15-9-F-12/1/_wellboreInfo/15_$47$_9-F-12 - Main Wellbore (B-353084)(NULL).xml
WITSML,NO 15/9-F-12,15/9-F-12,15/9-F-12,,,NORMALIZED,0.95,XML_NAME_WELL|XML_NAME_WELLBORE,1367,UUID:a82580d7-d94f-4e5a-9a04-be8bcae02998;UUID:97debbde-fcef-4ad2-ad00-6205300609fa,stages a-d; decided at b_strip_prefixes; corroborated by UUID a82580d7-d94f-4e5a-9a04-be8bcae02998 (from TRAJ XML_NAME_WELL|XML_NAME_WELLBORE 'NO 15/9-F-12'),data/landing/witsml/Norway-Statoil-NO_15-9-F-12/1/_wellboreInfo/NO 15_$47$_9-F-12 (97debbde-fcef-4ad2-ad00-6205300609fa)(NULL).xml
WITSML,Norway-Statoil-15_$47$_9-F-12,15/9-F-12,15/9-F-12,,Statoil,NORMALIZED,0.95,ARCHIVE_ROOT_FOLDER,6,,stages a-d; decided at c_canonical_separators,WITSML landing root
WITSML,Norway-Statoil-NO 15_$47$_9-F-12,15/9-F-12,15/9-F-12,,Statoil,NORMALIZED,0.95,ARCHIVE_ROOT_FOLDER,692,,stages a-d; decided at c_canonical_separators,WITSML landing root
WITSML,W-353084,15/9-F-12,15/9-F-12,,,IDENTIFIER,1.00,XML_UID_WELL,2,W_NUMBER:W-353084,W_NUMBER W-353084 (from TRAJ XML_NAME_WELL '15/9-F-12'),data/landing/witsml/Norway-Statoil-15-9-F-12/1/_wellboreInfo/15_$47$_9-F-12 - Main Wellbore (B-353084)(NULL).xml
WITSML,a82580d7-d94f-4e5a-9a04-be8bcae02998,15/9-F-12,15/9-F-12,,,IDENTIFIER,1.00,XML_UID_WELL,684,UUID:a82580d7-d94f-4e5a-9a04-be8bcae02998,UUID a82580d7-d94f-4e5a-9a04-be8bcae02998 (from TRAJ XML_NAME_WELL|XML_NAME_WELLBORE 'NO 15/9-F-12'),data/landing/witsml/Norway-Statoil-NO_15-9-F-12/1/_wellboreInfo/NO 15_$47$_9-F-12 (97debbde-fcef-4ad2-ad00-6205300609fa)(NULL).xml
TRAJ,15_9-F-13,15/9-F-13,15/9-F-13,,,NORMALIZED,0.95,WELLBORE_FOLDER|WELL_FOLDER,21,,stages a-d; decided at c_canonical_separators,Well_technical_data/WellWellbore
ARCHIVE,15_9-F-14,15/9-F-14,15/9-F-14,,,NORMALIZED,0.95,ARCHIVE_NAME,234,,stages a-d; decided at c_canonical_separators,15_9-F-14.zip
ARCHIVE,Norway-Statoil-NO 15_$47$_9-F-14,15/9-F-14,15/9-F-14,,Statoil,NORMALIZED,0.95,ARCHIVE_NAME,609,,stages a-d; decided at c_canonical_separators,Norway-Statoil-NO 15_$47$_9-F-14.zip
ARCHIVE,Norway-StatoilHydro-15_$47$_9-F-14,15/9-F-14,15/9-F-14,,StatoilHydro,NORMALIZED,0.95,ARCHIVE_NAME,15,,stages a-d; decided at c_canonical_separators,Norway-StatoilHydro-15_$47$_9-F-14.zip
DDR,15/9-F-14,15/9-F-14,15/9-F-14,,,EXACT,1.00,NPD_CODE_WELL|NPD_CODE_WELLBORE,268,NPD_NUMBER:5351,already canonical; corroborated by NPD_NUMBER 5351 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-14'),data/landing/ddr/Well_technical_data/Daily Drilling Report - XML Version/15_9_F_14_2007_11_06.xml
DDR,15_9_F_14,15/9-F-14,15/9-F-14,,,NORMALIZED,0.95,FILE_NAME,402,,stages a-d; decided at c_canonical_separators,Daily Drilling Report file names
DDR,5351,15/9-F-14,15/9-F-14,,,IDENTIFIER,1.00,NPD_NUMBER,134,NPD_NUMBER:5351,NPD_NUMBER 5351 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-14'),data/landing/ddr/Well_technical_data/Daily Drilling Report - XML Version/15_9_F_14_2007_11_06.xml
DDR,NO 15/9-F-14,15/9-F-14,15/9-F-14,,,NORMALIZED,0.95,XML_NAME_WELL|XML_NAME_WELLBORE,268,NPD_NUMBER:5351,stages a-d; decided at b_strip_prefixes; corroborated by NPD_NUMBER 5351 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-14'),data/landing/ddr/Well_technical_data/Daily Drilling Report - XML Version/15_9_F_14_2007_11_06.xml
DOC,15_9-F-14,15/9-F-14,15/9-F-14,,,NORMALIZED,0.95,ARCHIVE_ROOT_FOLDER,14,,stages a-d; decided at c_canonical_separators,DOC landing root
LOG,15/9-F-14,15/9-F-14,15/9-F-14,,STATOIL,EXACT,1.00,LAS_WELL,22,,already canonical,data/landing/log/15_9-F-14/10.PRODUCTION LOGS/PLT_RST Sept 2010/F14_PLT_302A.LAS
LOG,15_9-F-14,15/9-F-14,15/9-F-14,,,NORMALIZED,0.95,ARCHIVE_ROOT_FOLDER,220,,stages a-d; decided at c_canonical_separators,LOG landing root
LOG,15_9_F_14,15/9-F-14,15/9-F-14,,StatoilHydro,NORMALIZED,0.95,LAS_WELL,3,,stages a-d; decided at c_canonical_separators,data/landing/log/15_9-F-14/02.LWD_EWL/WL_RAW_BHPR-GR-MECH_MWD_2.LAS
LOG,NO 15/9-F-14,15/9-F-14,15/9-F-14,,STATOIL,NORMALIZED,0.95,LAS_API|LAS_UWI,10,,stages a-d; decided at b_strip_prefixes,data/landing/log/15_9-F-14/10.PRODUCTION LOGS/PLT_RST Sept 2010/F14_PLT_302A.LAS
LOG,NO_15/9-F-14,15/9-F-14,15/9-F-14,,,NORMALIZED,0.95,LAS_WELL,1,,stages a-d; decided at b_strip_prefixes,data/landing/log/15_9-F-14/05.PETROPHYSICAL INTERPRETATION/geomod09/NO_15_9-F-14_KLOGH_NEW.las
PROD,15/9-F-14,15/9-F-14,15/9-F-14,,,EXACT,1.00,MONTHLY_WELLBORE_NAME|NPD_WELL_BORE_NAME,3160,NPD_NUMBER:5351,already canonical; corroborated by NPD_NUMBER 5351 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-14'),data/landing/prod/Production_data/Volve production data.xlsx
PROD,5351,15/9-F-14,15/9-F-14,,,IDENTIFIER,1.00,NPD_WELL_BORE_CODE,3056,NPD_NUMBER:5351,NPD_NUMBER 5351 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-14'),data/landing/prod/Production_data/Volve production data.xlsx
PROD,NO 15/9-F-14 H,15/9-F-14,15/9-F-14,,,IDENTIFIER,1.00,WELL_BORE_CODE,3056,NPD_NUMBER:5351,"NPD_NUMBER 5351 (from DDR NPD_CODE_WELL|NPD_CODE_WELLBORE '15/9-F-14'); overrules the name, which parses to '15/9-F-14 H'",data/landing/prod/Production_data/Volve production data.xlsx
SIM,P-F-14,15/9-F-14,15/9-F-14,,,NORMALIZED,0.70,ECLIPSE_WELSPECS,2,,"simulator producer name; block 15/9 assumed because the name omits it, then corroborated by a source that named its own block",data/landing/sim/Reservoir_Model-Eclipse_model/Volve_sim_model_PPA-Eclipse Res Model/MOD2013_VOLVE_HM_NTRANS_BASE-SHUT-DEF-F11-BHP-F12-3.SCH
TRAJ,05fb8aee-3461-4071-8ac5-975b9bb5cc4f,15/9-F-14,15/9-F-14,,,IDENTIFIER,1.00,XML_UID_WELLBORE,1,UUID:05fb8aee-3461-4071-8ac5-975b9bb5cc4f,UUID 05fb8aee-3461-4071-8ac5-975b9bb5cc4f (from TRAJ XML_NAME_WELL|XML_NAME_WELLBORE 'NO 15/9-F-14'),data/landing/traj/Norway-Statoil-NO_15-9-F-14/1/trajectory/1.xml
TRAJ,15/9-F-14,15/9-F-14,15/9-F-14,,,EXACT,1.00,XML_NAME_WELL,5,W_NUMBER:W-353085,already canonical; corroborated by W_NUMBER W-353085 (from TRAJ XML_NAME_WELL '15/9-F-14'),data/landing/traj/Norway-StatoilHydro-15-9-F-14/1/trajectory/1.xml
TRAJ,15/9-F-14 - Main Wellbore,15/9-F-14,15/9-F-14,,,NORMALIZED,0.90,XML_NAME_WELLBORE,5,B_NUMBER:B-353085,WITSML 'Main Wellbore' descriptor: the original hole of well 15/9-F-14; corroborated by B_NUMBER B-353085 (from TRAJ XML_NAME_WELLBORE '15/9-F-14 - Main Wellbore'),data/landing/traj/Norway-StatoilHydro-15-9-F-14/1/trajectory/1.xml
TRAJ,15_9-F-14,15/9-F-14,15/9-F-14,,,NORMALIZED,0.95,WELLBORE_FOLDER|WELL_FOLDER,12,,stages a-d; decided at c_canonical_separators,Well_technical_data/WellWellbore
TRAJ,B-353085,15/9-F-14,15/9-F-14,,,IDENTIFIER,1.00,XML_UID_WELLBORE,5,B_NUMBER:B-353085,B_NUMBER B-353085 (from TRAJ XML_NAME_WELLBORE '15/9-F-14 - Main Wellbore'),data/landing/traj/Norway-StatoilHydro-15-9-F-14/1/trajectory/1.xml
TRAJ,NO 15/9-F-14,15/9-F-14,15/9-F-14,,,NORMALIZED,0.95,XML_NAME_WELL|XML_NAME_WELLBORE,2,UUID:cf870b7d-087b-4797-b000-4968e9f1beaf;UUID:05fb8aee-3461-4071-8ac5-975b9bb5cc4f,stages a-d; decided at b_strip_prefixes; corroborated by UUID cf870b7d-087b-4797-b000-4968e9f1beaf (from TRAJ XML_NAME_WELL|XML_NAME_WELLBORE 'NO 15/9-F-14'),data/landing/traj/Norway-Statoil-NO_15-9-F-14/1/trajectory/1.xml
TRAJ,Norway-Statoil-NO 15_$47$_9-F-14,15/9-F-14,15/9-F-14,,Statoil,NORMALIZED,0.95,ARCHIVE_ROOT_FOLDER,2,,stages a-d; decided at c_canonical_separators,TRAJ landing root
TRAJ,Norway-StatoilHydro-15_$47$_9-F-14,15/9-F-14,15/9-F-14,,StatoilHydro,NORMALIZED,0.95,ARCHIVE_ROOT_FOLDER,6,,stages a-d; decided at c_canonical_separators,TRAJ landing root
TRAJ,W-353085,15/9-F-14,15/9-F-14,,,IDENTIFIER,1.00,XML_UID_WELL,5,W_NUMBER:W-353085,W_NUMBER W-353085 (from TRAJ XML_NAME_WELL '15/9-F-14'),data/landing/traj/Norway-StatoilHydro-15-9-F-14/1/trajectory/1.xml
